Created As Omnic File,PLAS 240 532 nm 4 mW
1755.28,3
1754.31,5
1753.35,5
1752.38,7
1751.42,9
1750.45,10
1749.49,8
1748.53,7
1747.56,8
1746.60,8
1745.63,7
1744.67,7
1743.70,6
1742.74,7
1741.78,8
1740.81,8
1739.85,8
1738.88,9
1737.92,11
1736.96,10
1735.99,7
1735.03,7
1734.06,9
1733.10,11
1732.13,9
1731.17,6
1730.21,5
1729.24,7
1728.28,9
1727.31,8
1726.35,7
1725.38,5
1724.42,3
1723.46,-1
1722.49,-4
1721.53,-4
1720.56,-2
1719.60,0
1718.63,1
1717.67,1
1716.71,0
1715.74,-0
1714.78,1
1713.81,3
1712.85,5
1711.89,6
1710.92,7
1709.96,8
1708.99,9
1708.03,10
1707.06,12
1706.10,15
1705.14,17
1704.17,21
1703.21,25
1702.24,26
1701.28,23
1700.31,21
1699.35,22
1698.39,24
1697.42,23
1696.46,20
1695.49,16
1694.53,16
1693.56,18
1692.60,21
1691.64,23
1690.67,26
1689.71,28
1688.74,29
1687.78,31
1686.81,32
1685.85,33
1684.89,33
1683.92,32
1682.96,31
1681.99,30
1681.03,32
1680.07,35
1679.10,37
1678.14,40
1677.17,44
1676.21,47
1675.24,50
1674.28,55
1673.32,57
1672.35,56
1671.39,54
1670.42,50
1669.46,46
1668.49,43
1667.53,42
1666.57,43
1665.60,43
1664.64,44
1663.67,46
1662.71,44
1661.74,38
1660.78,34
1659.82,35
1658.85,38
1657.89,38
1656.92,35
1655.96,32
1655.00,30
1654.03,29
1653.07,28
1652.10,28
1651.14,29
1650.17,29
1649.21,30
1648.25,31
1647.28,30
1646.32,28
1645.35,25
1644.39,25
1643.42,26
1642.46,26
1641.50,26
1640.53,27
1639.57,28
1638.60,29
1637.64,31
1636.67,32
1635.71,33
1634.75,36
1633.78,38
1632.82,40
1631.85,40
1630.89,38
1629.93,32
1628.96,30
1628.00,29
1627.03,26
1626.07,24
1625.10,25
1624.14,26
1623.18,29
1622.21,32
1621.25,33
1620.28,33
1619.32,33
1618.35,32
1617.39,33
1616.43,36
1615.46,43
1614.50,51
1613.53,57
1612.57,61
1611.60,67
1610.64,76
1609.68,86
1608.71,95
1607.75,104
1606.78,111
1605.82,114
1604.86,116
1603.89,115
1602.93,113
1601.96,108
1601.00,101
1600.03,97
1599.07,95
1598.11,99
1597.14,108
1596.18,118
1595.21,129
1594.25,138
1593.28,145
1592.32,151
1591.36,159
1590.39,170
1589.43,178
1588.46,178
1587.50,173
1586.53,160
1585.57,141
1584.61,125
1583.64,109
1582.68,96
1581.71,87
1580.75,81
1579.79,79
1578.82,81
1577.86,83
1576.89,85
1575.93,83
1574.96,77
1574.00,70
1573.04,65
1572.07,63
1571.11,63
1570.14,63
1569.18,63
1568.21,59
1567.25,57
1566.29,56
1565.32,56
1564.36,56
1563.39,58
1562.43,61
1561.46,64
1560.50,69
1559.54,77
1558.57,86
1557.61,94
1556.64,102
1555.68,109
1554.72,115
1553.75,119
1552.79,123
1551.82,127
1550.86,134
1549.89,142
1548.93,149
1547.97,156
1547.00,164
1546.04,176
1545.07,187
1544.11,200
1543.14,217
1542.18,240
1541.22,268
1540.25,298
1539.29,330
1538.32,369
1537.36,415
1536.39,478
1535.43,574
1534.47,698
1533.50,885
1532.54,1135
1531.57,1481
1530.61,1925
1529.64,2406
1528.68,2882
1527.72,3287
1526.75,3504
1525.79,3490
1524.82,3259
1523.86,2793
1522.90,2207
1521.93,1755
1520.97,1325
1520.00,1041
1519.04,854
1518.07,700
1517.11,579
1516.15,479
1515.18,393
1514.22,321
1513.25,265
1512.29,225
1511.32,200
1510.36,185
1509.40,177
1508.43,163
1507.47,154
1506.50,147
1505.54,140
1504.57,133
1503.61,124
1502.65,116
1501.68,109
1500.72,105
1499.75,102
1498.79,99
1497.83,96
1496.86,93
1495.90,94
1494.93,100
1493.97,104
1493.00,105
1492.04,106
1491.08,110
1490.11,117
1489.15,131
1488.18,156
1487.22,187
1486.25,228
1485.29,280
1484.33,336
1483.36,393
1482.40,437
1481.43,456
1480.47,456
1479.50,435
1478.54,399
1477.58,359
1476.61,323
1475.65,292
1474.68,279
1473.72,277
1472.76,288
1471.79,313
1470.83,344
1469.86,384
1468.90,415
1467.93,428
1466.97,425
1466.01,408
1465.04,384
1464.08,364
1463.11,355
1462.15,357
1461.18,372
1460.22,395
1459.26,419
1458.29,450
1457.33,502
1456.36,572
1455.40,682
1454.43,841
1453.47,1042
1452.51,1275
1451.54,1524
1450.58,1726
1449.61,1823
1448.65,1808
1447.69,1594
1446.72,1275
1445.76,1029
1444.79,828
1443.83,687
1442.86,613
1441.90,572
1440.94,540
1439.97,520
1439.01,496
1438.04,474
1437.08,455
1436.11,437
1435.15,417
1434.19,391
1433.22,364
1432.26,344
1431.29,334
1430.33,330
1429.36,333
1428.40,342
1427.44,342
1426.47,340
1425.51,314
1424.54,268
1423.58,227
1422.62,198
1421.65,181
1420.69,173
1419.72,172
1418.76,175
1417.79,180
1416.83,185
1415.87,189
1414.90,192
1413.94,190
1412.97,187
1412.01,189
1411.04,192
1410.08,190
1409.12,177
1408.15,159
1407.19,139
1406.22,122
1405.26,110
1404.29,105
1403.33,100
1402.37,91
1401.40,81
1400.44,73
1399.47,68
1398.51,65
1397.55,61
1396.58,55
1395.62,49
1394.65,45
1393.69,44
1392.72,44
1391.76,46
1390.80,47
1389.83,46
1388.87,45
1387.90,45
1386.94,47
1385.97,49
1385.01,49
1384.05,50
1383.08,54
1382.12,62
1381.15,71
1380.19,78
1379.22,83
1378.26,87
1377.30,94
1376.33,101
1375.37,109
1374.40,117
1373.44,125
1372.47,134
1371.51,144
1370.55,152
1369.58,156
1368.62,154
1367.65,150
1366.69,146
1365.73,144
1364.76,140
1363.80,135
1362.83,130
1361.87,127
1360.90,127
1359.94,130
1358.98,133
1358.01,133
1357.05,131
1356.08,129
1355.12,129
1354.15,134
1353.19,141
1352.23,152
1351.26,165
1350.30,183
1349.33,209
1348.37,259
1347.40,333
1346.44,446
1345.48,604
1344.51,801
1343.55,1028
1342.58,1281
1341.62,1492
1340.66,1630
1339.69,1690
1338.73,1639
1337.76,1504
1336.80,1337
1335.83,1154
1334.87,968
1333.91,809
1332.94,665
1331.98,565
1331.01,500
1330.05,451
1329.08,422
1328.12,401
1327.16,385
1326.19,371
1325.23,359
1324.26,349
1323.30,340
1322.33,331
1321.37,322
1320.41,317
1319.44,313
1318.48,308
1317.51,304
1316.55,302
1315.59,305
1314.62,326
1313.66,396
1312.69,495
1311.73,518
1310.76,468
1309.80,438
1308.84,460
1307.87,506
1306.91,545
1305.94,569
1304.98,581
1304.01,575
1303.05,553
1302.09,526
1301.12,491
1300.16,469
1299.19,457
1298.23,456
1297.26,464
1296.30,480
1295.34,506
1294.37,538
1293.41,549
1292.44,523
1291.48,471
1290.52,395
1289.55,313
1288.59,254
1287.62,219
1286.66,197
1285.69,181
1284.73,170
1283.77,156
1282.80,145
1281.84,137
1280.87,134
1279.91,133
1278.94,132
1277.98,130
1277.02,128
1276.05,127
1275.09,124
1274.12,117
1273.16,110
1272.19,104
1271.23,98
1270.27,93
1269.30,88
1268.34,81
1267.37,74
1266.41,67
1265.45,63
1264.48,62
1263.52,62
1262.55,59
1261.59,55
1260.62,50
1259.66,45
1258.70,40
1257.73,35
1256.77,32
1255.80,34
1254.84,35
1253.87,29
1252.91,20
1251.95,14
1250.98,13
1250.02,12
1249.05,10
1248.09,9
1247.12,9
1246.16,11
1245.20,12
1244.23,12
1243.27,12
1242.30,10
1241.34,7
1240.38,4
1239.41,0
1238.45,-2
1237.48,0
1236.52,5
1235.55,8
1234.59,7
1233.63,6
1232.66,4
1231.70,2
1230.73,2
1229.77,4
1228.80,5
1227.84,6
1226.88,11
1225.91,22
1224.95,35
1223.98,48
1223.02,61
1222.05,75
1221.09,91
1220.13,109
1219.16,126
1218.20,140
1217.23,147
1216.27,149
1215.30,151
1214.34,154
1213.38,155
1212.41,153
1211.45,148
1210.48,144
1209.52,142
1208.56,143
1207.59,143
1206.63,142
1205.66,140
1204.70,140
1203.73,140
1202.77,140
1201.81,139
1200.84,137
1199.88,133
1198.91,131
1197.95,135
1196.98,144
1196.02,155
1195.06,167
1194.09,173
1193.13,171
1192.16,163
1191.20,149
1190.23,134
1189.27,120
1188.31,108
1187.34,100
1186.38,101
1185.41,106
1184.45,107
1183.49,108
1182.52,105
1181.56,99
1180.59,90
1179.63,78
1178.66,65
1177.70,51
1176.74,37
1175.77,23
1174.81,12
1173.84,4
1172.88,1
1171.91,3
1170.95,6
1169.99,9
1169.02,13
1168.06,18
1167.09,26
1166.13,27
1165.16,22
1164.20,19
1163.24,18
1162.27,17
1161.31,15
1160.34,13
1159.38,11
1158.42,11
1157.45,13
1156.49,18
1155.52,25
1154.56,30
1153.59,30
1152.63,30
1151.67,32
1150.70,37
1149.74,57
1148.77,92
1147.81,141
1146.84,202
1145.88,273
1144.92,350
1143.95,426
1142.99,486
1142.02,512
1141.06,507
1140.09,459
1139.13,380
1138.17,305
1137.20,236
1136.24,180
1135.27,152
1134.31,142
1133.35,142
1132.38,152
1131.42,168
1130.45,192
1129.49,220
1128.52,246
1127.56,268
1126.60,280
1125.63,278
1124.67,264
1123.70,232
1122.74,188
1121.77,149
1120.81,114
1119.85,87
1118.88,72
1117.92,66
1116.95,61
1115.99,58
1115.02,57
1114.06,58
1113.10,62
1112.13,68
1111.17,77
1110.20,86
1109.24,95
1108.28,104
1107.31,108
1106.35,108
1105.38,100
1104.42,86
1103.45,68
1102.49,53
1101.53,40
1100.56,38
1099.60,44
1098.63,48
1097.67,46
1096.70,42
1095.74,41
1094.78,44
1093.81,45
1092.85,43
1091.88,43
1090.92,49
1089.95,54
1088.99,57
1088.03,57
1087.06,58
1086.10,65
1085.13,76
1084.17,76
1083.21,72
1082.24,68
1081.28,66
1080.31,64
1079.35,63
1078.38,62
1077.42,62
1076.46,61
1075.49,61
1074.53,62
1073.56,63
1072.60,61
1071.63,56
1070.67,52
1069.71,53
1068.74,58
1067.78,68
1066.81,82
1065.85,100
1064.88,121
1063.92,144
1062.96,166
1061.99,188
1061.03,203
1060.06,206
1059.10,201
1058.13,185
1057.17,160
1056.21,134
1055.24,113
1054.28,90
1053.31,72
1052.35,60
1051.39,55
1050.42,56
1049.46,56
1048.49,54
1047.53,52
1046.56,54
1045.60,63
1044.64,75
1043.67,89
1042.71,103
1041.74,118
1040.78,134
1039.81,153
1038.85,176
1037.89,198
1036.92,200
1035.96,192
1034.99,173
1034.03,142
1033.06,107
1032.10,81
1031.14,62
1030.17,50
1029.21,42
1028.24,37
1027.28,34
1026.32,32
1025.35,30
1024.39,31
1023.42,33
1022.46,28
1021.49,23
1020.53,23
1019.57,27
1018.60,29
1017.64,27
1016.67,25
1015.71,25
1014.74,28
1013.78,30
1012.82,32
1011.85,34
1010.89,40
1009.92,51
1008.96,63
1007.99,76
1007.03,87
1006.07,87
1005.10,80
1004.14,67
1003.17,51
1002.21,34
1001.25,22
1000.28,11
999.32,4
998.35,2
997.39,1
996.42,0
995.46,0
994.50,1
993.53,1
992.57,-0
991.60,2
990.64,6
989.67,9
988.71,8
987.75,8
986.78,9
985.82,11
984.85,12
983.89,14
982.92,14
981.96,11
981.00,8
980.03,6
979.07,6
978.10,6
977.14,6
976.18,8
975.21,9
974.25,11
973.28,11
972.32,10
971.35,9
970.39,12
969.43,16
968.46,22
967.50,26
966.53,28
965.57,25
964.60,24
963.64,28
962.68,37
961.71,49
960.75,59
959.78,70
958.82,82
957.85,101
956.89,129
955.93,174
954.96,227
954.00,276
953.03,322
952.07,349
951.11,340
950.14,306
949.18,262
948.21,200
947.25,155
946.28,128
945.32,112
944.36,103
943.39,97
942.43,95
941.46,95
940.50,99
939.53,105
938.57,110
937.61,115
936.64,119
935.68,122
934.71,125
933.75,131
932.78,138
931.82,146
930.86,152
929.89,156
928.93,156
927.96,156
927.00,157
926.04,158
925.07,159
924.11,159
923.14,161
922.18,164
921.21,168
920.25,171
919.29,174
918.32,176
917.36,178
916.39,178
915.43,175
914.46,172
913.50,173
912.54,174
911.57,174
910.61,174
909.64,174
908.68,174
907.71,177
906.75,178
905.79,178
904.82,177
903.86,177
902.89,180
901.93,186
900.96,193
900.00,198
899.04,203
898.07,210
897.11,211
896.14,209
895.18,207
894.22,212
893.25,223
892.29,233
891.32,241
890.36,249
889.39,258
888.43,267
887.47,276
886.50,288
885.54,302
884.57,310
883.61,314
882.64,317
881.68,317
880.72,314
879.75,315
878.79,320
877.82,326
876.86,331
875.89,340
874.93,354
873.97,371
873.00,386
872.04,397
871.07,410
870.11,426
869.15,442
868.18,457
867.22,473
866.25,489
865.29,504
864.32,522
863.36,548
862.40,581
861.43,614
860.47,646
859.50,676
858.54,718
857.57,773
856.61,834
855.65,895
854.68,955
853.72,1017
852.75,1083
851.79,1151
850.82,1226
849.86,1310
848.90,1401
847.93,1498
846.97,1603
846.00,1738
845.04,1891
844.08,2068
843.11,2271
842.15,2489
841.18,2711
840.22,2930
839.25,3088
838.29,3166
837.33,3166
836.36,3072
835.40,2899
834.43,2691
833.47,2505
832.50,2308
831.54,2107
830.58,1907
829.61,1725
828.65,1563
827.68,1409
826.72,1255
825.75,1107
824.79,986
823.83,892
822.86,816
821.90,752
820.93,696
819.97,647
819.01,601
818.04,560
817.08,525
816.11,496
815.15,471
814.18,451
813.22,435
812.26,416
811.29,396
810.33,378
809.36,364
808.40,352
807.43,343
806.47,337
805.51,332
804.54,325
803.58,317
802.61,310
801.65,304
800.68,299
799.72,296
798.76,292
797.79,288
796.83,283
795.86,275
794.90,265
793.94,257
792.97,250
792.01,241
791.04,233
790.08,229
789.11,226
788.15,221
787.19,216
786.22,216
785.26,220
784.29,226
783.33,231
782.36,235
781.40,239
780.44,238
779.47,232
778.51,225
777.54,219
776.58,214
775.61,208
774.65,201
773.69,193
772.72,184
771.76,175
770.79,170
769.83,168
768.87,167
767.90,165
766.94,160
765.97,155
765.01,149
764.04,145
763.08,143
762.12,139
761.15,134
760.19,131
759.22,130
758.26,129
757.29,128
756.33,126
755.37,125
754.40,127
753.44,132
752.47,143
751.51,163
750.54,192
749.58,230
748.62,281
747.65,333
746.69,377
745.72,405
744.76,402
743.79,344
742.83,251
741.87,192
740.90,147
739.94,119
738.97,109
738.01,110
737.05,106
736.08,103
735.12,100
734.15,100
733.19,101
732.22,101
731.26,99
730.30,97
729.33,98
728.37,103
727.40,107
726.44,108
725.47,107
724.51,107
723.55,109
722.58,111
721.62,113
720.65,116
719.69,119
718.72,122
717.76,123
716.80,123
715.83,121
714.87,115
713.90,106
712.94,97
711.98,95
711.01,96
710.05,100
709.08,106
708.12,115
707.15,124
706.19,131
705.23,137
704.26,142
703.30,147
702.33,151
701.37,155
700.40,159
699.44,162
698.48,163
697.51,164
696.55,166
695.58,169
694.62,174
693.65,177
692.69,176
691.73,173
690.76,173
689.80,176
688.83,180
687.87,193
686.91,240
685.94,311
684.98,383
684.01,467
683.05,596
682.08,754
681.12,869
680.16,989
679.19,1067
678.23,1044
677.26,900
676.30,691
675.33,485
674.37,291
673.41,171
672.44,119
671.48,101
670.51,80
669.55,76
668.58,67
667.62,61
666.66,57
665.69,55
664.73,54
663.76,54
662.80,52
661.84,50
660.87,48
659.91,48
658.94,48
657.98,45
657.01,43
656.05,42
655.09,42
654.12,43
653.16,45
652.19,46
651.23,44
650.26,38
649.30,33
648.34,28
647.37,25
646.41,26
645.44,30
644.48,35
643.51,37
642.55,38
641.59,39
640.62,40
639.66,39
638.69,36
637.73,32
636.77,31
635.80,31
634.84,31
633.87,31
632.91,29
631.94,29
630.98,31
630.02,33
629.05,29
628.09,24
627.12,20
626.16,18
625.19,17
624.23,14
623.27,12
622.30,10
621.34,10
620.37,11
619.41,13
618.44,13
617.48,13
616.52,16
615.55,20
614.59,25
613.62,29
612.66,33
611.70,34
610.73,36
609.77,37
608.80,38
607.84,40
606.87,43
605.91,47
604.95,53
603.98,59
603.02,67
602.05,77
601.09,91
600.12,111
599.16,147
598.20,192
597.23,244
596.27,302
595.30,358
594.34,394
593.37,417
592.41,420
591.45,404
590.48,377
589.52,349
588.55,321
587.59,292
586.62,267
585.66,242
584.70,215
583.73,183
582.77,153
581.80,132
580.84,115
579.88,99
578.91,85
577.95,74
576.98,65
576.02,61
575.05,60
574.09,61
573.13,61
572.16,60
571.20,59
570.23,56
569.27,52
568.30,48
567.34,45
566.38,42
565.41,39
564.45,37
563.48,34
562.52,30
561.55,26
560.59,21
559.63,14
558.66,8
557.70,6
556.73,6
555.77,10
554.81,14
553.84,18
552.88,19
551.91,20
550.95,20
549.98,20
549.02,20
548.06,19
547.09,18
546.13,16
545.16,12
544.20,9
543.23,7
542.27,6
541.31,5
540.34,3
539.38,2
538.41,-1
537.45,-4
536.48,-6
535.52,-7
534.56,-6
533.59,-5
532.63,-3
531.66,-1
530.70,-1
529.74,-1
528.77,-0
527.81,0
526.84,-0
525.88,-1
524.91,1
523.95,4
522.99,7
522.02,8
521.06,9
520.09,13
519.13,16
518.16,19
517.20,20
516.24,20
515.27,18
514.31,18
513.34,19
512.38,23
511.41,26
510.45,26
509.49,23
508.52,20
507.56,19
506.59,22
505.63,25
504.67,28
503.70,28
502.74,28
501.77,29
500.81,31
499.84,31
498.88,31
497.92,31
496.95,32
495.99,34
495.02,37
494.06,40
493.09,44
492.13,47
491.17,50
490.20,50
489.24,47
488.27,43
487.31,43
486.34,45
485.38,49
484.42,59
483.45,70
482.49,70
481.52,67
480.56,59
479.60,47
478.63,31
477.67,18
476.70,8
475.74,1
474.77,-4
473.81,-6
472.85,-7
471.88,-7
470.92,-6
469.95,-4
468.99,-1
468.02,1
467.06,2
466.10,3
465.13,2
464.17,2
463.20,2
462.24,3
461.27,4
460.31,4
459.35,2
458.38,0
457.42,1
456.45,4
455.49,8
454.53,12
453.56,15
452.60,15
451.63,13
450.67,13
449.70,13
448.74,14
447.78,17
446.81,19
445.85,20
444.88,21
443.92,22
442.95,22
441.99,18
441.03,13
440.06,9
439.10,9
438.13,8
437.17,6
436.20,3
435.24,2
434.28,3
433.31,4
432.35,2
431.38,0
430.42,-1
429.45,2
428.49,8
427.53,12
426.56,13
425.60,12
424.63,13
423.67,16
422.71,20
421.74,24
420.78,29
419.81,34
418.85,39
417.88,43
416.92,46
415.96,47
414.99,50
414.03,56
413.06,63
412.10,70
411.13,76
410.17,83
409.21,87
408.24,90
407.28,94
406.31,98
405.35,102
404.38,105
403.42,108
402.46,113
401.49,119
400.53,124
399.56,127
398.60,127
397.64,119
396.67,102
395.71,81
394.74,64
393.78,58
392.81,55
391.85,52
390.89,48
389.92,44
388.96,41
387.99,42
387.03,46
386.06,50
385.10,57
384.14,65
383.17,75
382.21,89
381.24,108
380.28,131
379.31,158
378.35,186
377.39,215
376.42,238
375.46,255
374.49,257
373.53,237
372.57,200
371.60,170
370.64,140
369.67,119
368.71,112
367.74,115
366.78,124
365.82,140
364.85,163
363.89,193
362.92,229
361.96,268
360.99,305
360.03,338
359.07,362
358.10,375
357.14,380
356.17,367
355.21,341
354.24,307
353.28,267
352.32,216
351.35,178
350.39,147
349.42,124
348.46,109
347.50,100
346.53,94
345.57,86
344.60,80
343.64,77
342.67,77
341.71,80
340.75,84
339.78,90
338.82,95
337.85,100
336.89,104
335.92,99
334.96,90
334.00,78
333.03,64
332.07,46
331.10,37
330.14,32
329.17,28
328.21,25
327.25,21
326.28,23
325.32,28
324.35,32
323.39,30
322.43,22
321.46,13
320.50,10
319.53,9
318.57,6
317.60,1
316.64,-2
315.68,-3
314.71,-2
313.75,0
312.78,2
311.82,5
310.85,7
309.89,9
308.93,9
307.96,9
307.00,8
306.03,7
305.07,10
304.10,16
303.14,26
302.18,39
301.21,50
300.25,61
299.28,72
298.32,81
297.36,89
296.39,99
295.43,111
294.46,122
293.50,132
292.53,142
291.57,151
290.61,155
289.64,156
288.68,153
287.71,145
286.75,127
285.78,108
284.82,88
283.86,69
282.89,50
281.93,38
280.96,29
280.00,22
279.03,17
278.07,13
277.11,9
276.14,8
275.18,6
274.21,3
273.25,1
272.28,0
271.32,-1
270.36,-1
269.39,1
268.43,4
267.46,7
266.50,10
265.54,13
264.57,18
263.61,26
262.64,36
261.68,51
260.71,70
259.75,92
258.79,117
257.82,141
256.86,148
255.89,147
254.93,137
253.96,119
253.00,93
252.04,74
251.07,56
250.11,43
249.14,36
248.18,37
247.21,40
246.25,42
245.29,45
244.32,48
243.36,51
242.39,54
241.43,52
240.47,47
239.50,44
238.54,48
237.57,55
236.61,67
235.64,85
234.68,106
233.72,123
232.75,138
231.79,142
230.82,136
229.86,125
228.89,124
227.93,143
226.97,166
226.00,186
225.04,202
224.07,211
223.11,204
222.14,186
221.18,156
220.22,116
219.25,66
218.29,42
217.32,28
216.36,19
215.40,11
214.43,7
213.47,2
212.50,-1
211.54,-0
210.57,2
209.61,6
208.65,8
207.68,9
206.72,6
205.75,1
204.79,-4
203.82,-4
202.86,0
201.90,6
200.93,11
199.97,11
199.00,9
198.04,8
197.07,8
196.11,9
195.15,9
194.18,7
193.22,5
192.25,3
191.29,3
190.33,3
189.36,3
188.40,3
187.43,1
186.47,-0
185.50,0
184.54,3
183.58,6
182.61,8
181.65,9
180.68,11
179.72,19
178.75,32
177.79,49
176.83,68
175.86,88
174.90,101
173.93,107
172.97,107
172.00,95
171.04,71
170.08,46
169.11,24
168.15,7
167.18,-5
166.22,-9
165.26,-9
164.29,-7
163.33,-5
162.36,-3
161.40,3
160.43,11
159.47,20
158.51,26
157.54,32
156.58,37
155.61,42
154.65,46
153.68,48
152.72,49
151.76,53
150.79,60
149.83,70
148.86,81
147.90,92
146.93,105
145.97,119
145.01,134
144.04,151
143.08,171
142.11,194
141.15,218
140.19,245
139.22,273
138.26,303
137.29,333
136.33,362
135.36,386
134.40,404
133.44,404
132.47,392
131.51,373
130.54,352
129.58,329
128.61,303
127.65,273
126.69,240
125.72,204
124.76,170
123.79,139
122.83,114
121.86,95
120.90,83
119.94,73
118.97,65
118.01,58
117.04,51
116.08,43
115.11,33
114.15,24
113.19,16
112.22,10
111.26,7
110.29,5
109.33,4
108.37,5
107.40,6
106.44,8
105.47,9
104.51,7
103.54,3
102.58,-1
101.62,1
100.65,6
99.69,13
98.72,21
97.76,29
96.79,38
95.83,47
94.87,55
93.90,58
92.94,57
91.97,56
91.01,54
90.04,51
89.08,45
88.12,31
87.15,18
86.19,8
85.22,5
84.26,5
83.30,4
82.33,5
81.37,5
80.40,6
79.44,7
78.47,6
77.51,6
76.55,-0
