Created As Omnic File,BIOL 022
Raman Shift / cm-1,INT
3699.66,1
3698.36,0
3697.06,1
3695.77,1
3694.47,1
3693.18,0
3691.88,1
3690.58,1
3689.29,1
3687.99,1
3686.69,0
3685.40,-0
3684.10,0
3682.80,-0
3681.51,1
3680.21,0
3678.91,0
3677.62,0
3676.32,0
3675.02,0
3673.73,1
3672.43,-0
3671.14,0
3669.84,0
3668.54,1
3667.25,0
3665.95,1
3664.65,0
3663.36,0
3662.06,1
3660.76,1
3659.47,0
3658.17,0
3656.87,-0
3655.58,-0
3654.28,-0
3652.98,0
3651.69,0
3650.39,-0
3649.10,-0
3647.80,0
3646.50,-1
3645.21,-0
3643.91,0
3642.61,0
3641.32,-0
3640.02,0
3638.72,-0
3637.43,-1
3636.13,-0
3634.83,-0
3633.54,-1
3632.24,-0
3630.94,1
3629.65,0
3628.35,0
3627.06,-0
3625.76,-0
3624.46,1
3623.17,-1
3621.87,1
3620.57,-0
3619.28,0
3617.98,0
3616.68,1
3615.39,-0
3614.09,0
3612.79,-0
3611.50,0
3610.20,-0
3608.90,0
3607.61,-0
3606.31,-1
3605.02,-1
3603.72,-1
3602.42,0
3601.13,-1
3599.83,-0
3598.53,0
3597.24,-0
3595.94,-1
3594.64,-1
3593.35,-1
3592.05,-0
3590.75,-0
3589.46,-1
3588.16,-1
3586.87,-0
3585.57,0
3584.27,-1
3582.98,-0
3581.68,0
3580.38,1
3579.09,1
3577.79,2
3576.49,2
3575.20,1
3573.90,1
3572.60,1
3571.31,0
3570.01,0
3568.71,-1
3567.42,-0
3566.12,0
3564.83,-1
3563.53,-1
3562.23,1
3560.94,-2
3559.64,-1
3558.34,-0
3557.05,-0
3555.75,-1
3554.45,-1
3553.16,0
3551.86,-1
3550.56,-0
3549.27,-1
3547.97,-1
3546.67,-1
3545.38,0
3544.08,-0
3542.79,-1
3541.49,-1
3540.19,-0
3538.90,-1
3537.60,-0
3536.30,-1
3535.01,-0
3533.71,-0
3532.41,-0
3531.12,-1
3529.82,-1
3528.52,-0
3527.23,-0
3525.93,-1
3524.63,-1
3523.34,-0
3522.04,0
3520.75,-1
3519.45,-0
3518.15,-1
3516.86,0
3515.56,-0
3514.26,-1
3512.97,-1
3511.67,-0
3510.37,-1
3509.08,1
3507.78,0
3506.48,-0
3505.19,1
3503.89,-1
3502.59,-0
3501.30,-1
3500.00,0
3498.71,0
3497.41,-0
3496.11,-0
3494.82,-0
3493.52,-0
3492.22,-0
3490.93,-1
3489.63,0
3488.33,-1
3487.04,-0
3485.74,-1
3484.44,0
3483.15,-1
3481.85,-0
3480.55,-0
3479.26,1
3477.96,-1
3476.67,-1
3475.37,-1
3474.07,-0
3472.78,-0
3471.48,0
3470.18,0
3468.89,0
3467.59,-0
3466.29,-0
3465.00,-1
3463.70,-0
3462.40,-1
3461.11,-1
3459.81,-1
3458.51,0
3457.22,-1
3455.92,-1
3454.63,-0
3453.33,-0
3452.03,-2
3450.74,-0
3449.44,-1
3448.14,1
3446.85,-1
3445.55,0
3444.25,-1
3442.96,0
3441.66,-0
3440.36,-0
3439.07,-1
3437.77,-0
3436.47,-1
3435.18,-0
3433.88,-0
3432.59,1
3431.29,0
3429.99,-1
3428.70,-0
3427.40,0
3426.10,-1
3424.81,-0
3423.51,-0
3422.21,0
3420.92,-1
3419.62,-1
3418.32,0
3417.03,1
3415.73,0
3414.43,-1
3413.14,0
3411.84,-0
3410.55,-0
3409.25,0
3407.95,-0
3406.66,-0
3405.36,0
3404.06,-0
3402.77,-0
3401.47,-0
3400.17,0
3398.88,0
3397.58,0
3396.28,1
3394.99,-1
3393.69,-0
3392.39,-0
3391.10,1
3389.80,0
3388.51,0
3387.21,-0
3385.91,0
3384.62,-0
3383.32,-1
3382.02,-1
3380.73,-1
3379.43,-0
3378.13,-0
3376.84,0
3375.54,-1
3374.24,0
3372.95,-1
3371.65,-0
3370.35,-1
3369.06,-1
3367.76,-0
3366.47,1
3365.17,-1
3363.87,-1
3362.58,-1
3361.28,-0
3359.98,-1
3358.69,-1
3357.39,-1
3356.09,-0
3354.80,-0
3353.50,-1
3352.20,0
3350.91,-0
3349.61,-1
3348.31,-0
3347.02,-0
3345.72,-0
3344.43,-1
3343.13,-1
3341.83,-1
3340.54,-0
3339.24,-1
3337.94,0
3336.65,0
3335.35,0
3334.05,-0
3332.76,0
3331.46,-1
3330.16,-1
3328.87,-0
3327.57,-0
3326.27,-0
3324.98,0
3323.68,-0
3322.39,-1
3321.09,0
3319.79,-0
3318.50,-1
3317.20,-0
3315.90,-0
3314.61,0
3313.31,-1
3312.01,-0
3310.72,-2
3309.42,0
3308.12,-0
3306.83,-1
3305.53,0
3304.24,-1
3302.94,-1
3301.64,-0
3300.35,-1
3299.05,-1
3297.75,1
3296.46,-1
3295.16,-1
3293.86,0
3292.57,0
3291.27,-1
3289.97,-0
3288.68,0
3287.38,-1
3286.08,0
3284.79,0
3283.49,-1
3282.20,-0
3280.90,-0
3279.60,-0
3278.31,-1
3277.01,-1
3275.71,-1
3274.42,-1
3273.12,-1
3271.82,-1
3270.53,-1
3269.23,-0
3267.93,0
3266.64,0
3265.34,-0
3264.04,0
3262.75,-0
3261.45,-1
3260.16,-1
3258.86,-1
3257.56,-0
3256.27,-1
3254.97,-2
3253.67,-3
3252.38,-1
3251.08,-1
3249.78,-1
3248.49,-2
3247.19,-1
3245.89,-1
3244.60,-1
3243.30,-1
3242.00,0
3240.71,-1
3239.41,-1
3238.12,-1
3236.82,-1
3235.52,-2
3234.23,-1
3232.93,-1
3231.63,-1
3230.34,0
3229.04,-0
3227.74,0
3226.45,-0
3225.15,-1
3223.85,-1
3222.56,-1
3221.26,-1
3219.96,-1
3218.67,-1
3217.37,-0
3216.08,-1
3214.78,0
3213.48,-1
3212.19,-1
3210.89,-1
3209.59,-0
3208.30,0
3207.00,-0
3205.70,-1
3204.41,-1
3203.11,0
3201.81,-1
3200.52,0
3199.22,-1
3197.92,-0
3196.63,-0
3195.33,-0
3194.04,-1
3192.74,-1
3191.44,-1
3190.15,-1
3188.85,1
3187.55,1
3186.26,-0
3184.96,-0
3183.66,0
3182.37,-0
3181.07,-2
3179.77,-2
3178.48,-0
3177.18,-1
3175.88,-0
3174.59,0
3173.29,-0
3172.00,1
3170.70,1
3169.40,-2
3168.11,1
3166.81,-1
3165.51,1
3164.22,1
3162.92,0
3161.62,-0
3160.33,-1
3159.03,-1
3157.73,0
3156.44,1
3155.14,-1
3153.84,-1
3152.55,0
3151.25,0
3149.96,1
3148.66,0
3147.36,1
3146.07,2
3144.77,-0
3143.47,-0
3142.18,1
3140.88,1
3139.58,1
3138.29,1
3136.99,-0
3135.69,1
3134.40,0
3133.10,1
3131.80,1
3130.51,0
3129.21,1
3127.92,1
3126.62,-0
3125.32,1
3124.03,1
3122.73,1
3121.43,1
3120.14,0
3118.84,1
3117.54,-0
3116.25,0
3114.95,1
3113.65,1
3112.36,-1
3111.06,-0
3109.76,-0
3108.47,-1
3107.17,2
3105.88,1
3104.58,1
3103.28,0
3101.99,0
3100.69,-1
3099.39,1
3098.10,0
3096.80,-0
3095.50,0
3094.21,-1
3092.91,1
3091.61,-1
3090.32,1
3089.02,1
3087.72,1
3086.43,-0
3085.13,1
3083.84,-1
3082.54,-1
3081.24,-0
3079.95,-0
3078.65,1
3077.35,-0
3076.06,-1
3074.76,-0
3073.46,-1
3072.17,0
3070.87,1
3069.57,-0
3068.28,-0
3066.98,-0
3065.68,-0
3064.39,1
3063.09,-1
3061.80,-1
3060.50,1
3059.20,-0
3057.91,-2
3056.61,0
3055.31,-2
3054.02,1
3052.72,-0
3051.42,-2
3050.13,-1
3048.83,-1
3047.53,-2
3046.24,-2
3044.94,1
3043.65,-1
3042.35,0
3041.05,-1
3039.76,1
3038.46,2
3037.16,-1
3035.87,-1
3034.57,1
3033.27,3
3031.98,2
3030.68,0
3029.38,-0
3028.09,0
3026.79,-1
3025.49,1
3024.20,0
3022.90,-0
3021.61,1
3020.31,-1
3019.01,-0
3017.72,-1
3016.42,-1
3015.12,-1
3013.83,1
3012.53,-0
3011.23,1
3009.94,-1
3008.64,-2
3007.34,-0
3006.05,1
3004.75,-0
3003.45,1
3002.16,-2
3000.86,-1
2999.57,-1
2998.27,-1
2996.97,-2
2995.68,-0
2994.38,1
2993.08,1
2991.79,-0
2990.49,1
2989.19,-1
2987.90,-1
2986.60,0
2985.30,-1
2984.01,0
2982.71,-0
2981.41,-0
2980.12,-1
2978.82,-0
2977.53,-1
2976.23,-0
2974.93,-1
2973.64,-0
2972.34,0
2971.04,1
2969.75,-1
2968.45,-0
2967.15,1
2965.86,0
2964.56,-2
2963.26,0
2961.97,-1
2960.67,-0
2959.37,-1
2958.08,-1
2956.78,-0
2955.49,1
2954.19,-0
2952.89,0
2951.60,-1
2950.30,-2
2949.00,1
2947.71,-1
2946.41,-1
2945.11,1
2943.82,-1
2942.52,-3
2941.22,-2
2939.93,-1
2938.63,-3
2937.33,-1
2936.04,-0
2934.74,-3
2933.45,-0
2932.15,-0
2930.85,-2
2929.56,-1
2928.26,-0
2926.96,-1
2925.67,-1
2924.37,-1
2923.07,-1
2921.78,-1
2920.48,-1
2919.18,-1
2917.89,-0
2916.59,-2
2915.29,-1
2914.00,-1
2912.70,-2
2911.41,-1
2910.11,-2
2908.81,-2
2907.52,-1
2906.22,-1
2904.92,-2
2903.63,-1
2902.33,0
2901.03,-3
2899.74,-1
2898.44,-1
2897.14,0
2895.85,-2
2894.55,0
2893.25,0
2891.96,-0
2890.66,2
2889.37,-0
2888.07,-0
2886.77,1
2885.48,2
2884.18,2
2882.88,-0
2881.59,1
2880.29,2
2878.99,-1
2877.70,0
2876.40,3
2875.10,2
2873.81,1
2872.51,1
2871.21,1
2869.92,0
2868.62,1
2867.33,2
2866.03,1
2864.73,2
2863.44,1
2862.14,1
2860.84,2
2859.55,1
2858.25,1
2856.95,0
2855.66,-1
2854.36,1
2853.06,3
2851.77,2
2850.47,1
2849.17,-0
2847.88,-0
2846.58,-0
2845.29,2
2843.99,0
2842.69,0
2841.40,-1
2840.10,-0
2838.80,1
2837.51,1
2836.21,-0
2834.91,-0
2833.62,-0
2832.32,1
2831.02,-0
2829.73,2
2828.43,1
2827.13,2
2825.84,1
2824.54,1
2823.25,-0
2821.95,3
2820.65,2
2819.36,3
2818.06,3
2816.76,3
2815.47,1
2814.17,2
2812.87,2
2811.58,1
2810.28,0
2808.98,3
2807.69,3
2806.39,3
2805.09,3
2803.80,-0
2802.50,2
2801.21,3
2799.91,0
2798.61,1
2797.32,3
2796.02,2
2794.72,3
2793.43,3
2792.13,3
2790.83,4
2789.54,4
2788.24,5
2786.94,1
2785.65,5
2784.35,0
2783.06,2
2781.76,2
2780.46,2
2779.17,4
2777.87,1
2776.57,3
2775.28,3
2773.98,3
2772.68,3
2771.39,2
2770.09,3
2768.79,2
2767.50,3
2766.20,4
2764.90,1
2763.61,3
2762.31,1
2761.02,3
2759.72,2
2758.42,2
2757.13,2
2755.83,2
2754.53,4
2753.24,2
2751.94,3
2750.64,3
2749.35,2
2748.05,2
2746.75,1
2745.46,3
2744.16,2
2742.86,2
2741.57,0
2740.27,1
2738.98,3
2737.68,1
2736.38,2
2735.09,2
2733.79,3
2732.49,1
2731.20,-1
2729.90,2
2728.60,2
2727.31,3
2726.01,1
2724.71,1
2723.42,0
2722.12,3
2720.82,1
2719.53,2
2718.23,1
2716.94,3
2715.64,3
2714.34,2
2713.05,5
2711.75,0
2710.45,2
2709.16,2
2707.86,4
2706.56,3
2705.27,-0
2703.97,0
2702.67,2
2701.38,4
2700.08,4
2698.78,2
2697.49,2
2696.19,2
2694.90,1
2693.60,3
2692.30,2
2691.01,1
2689.71,3
2688.41,4
2687.12,3
2685.82,2
2684.52,1
2683.23,1
2681.93,2
2680.63,3
2679.34,2
2678.04,0
2676.74,1
2675.45,3
2674.15,2
2672.86,3
2671.56,4
2670.26,3
2668.97,2
2667.67,4
2666.37,3
2665.08,2
2663.78,2
2662.48,-0
2661.19,1
2659.89,2
2658.59,2
2657.30,2
2656.00,1
2654.70,3
2653.41,1
2652.11,2
2650.82,2
2649.52,1
2648.22,2
2646.93,2
2645.63,3
2644.33,1
2643.04,5
2641.74,-0
2640.44,1
2639.15,3
2637.85,1
2636.55,3
2635.26,2
2633.96,-0
2632.66,6
2631.37,4
2630.07,1
2628.78,2
2627.48,1
2626.18,4
2624.89,2
2623.59,2
2622.29,3
2621.00,4
2619.70,4
2618.40,5
2617.11,4
2615.81,3
2614.51,5
2613.22,4
2611.92,4
2610.62,2
2609.33,2
2608.03,-0
2606.74,3
2605.44,4
2604.14,5
2602.85,6
2601.55,2
2600.25,2
2598.96,4
2597.66,1
2596.36,0
2595.07,5
2593.77,5
2592.47,4
2591.18,5
2589.88,5
2588.58,5
2587.29,6
2585.99,4
2584.70,7
2583.40,6
2582.10,5
2580.81,8
2579.51,4
2578.21,5
2576.92,5
2575.62,5
2574.32,6
2573.03,5
2571.73,9
2570.43,4
2569.14,4
2567.84,3
2566.54,6
2565.25,4
2563.95,6
2562.66,4
2561.36,4
2560.06,0
2558.77,5
2557.47,6
2556.17,6
2554.88,3
2553.58,3
2552.28,5
2550.99,7
2549.69,3
2548.39,4
2547.10,9
2545.80,7
2544.50,4
2543.21,8
2541.91,8
2540.62,5
2539.32,6
2538.02,8
2536.73,6
2535.43,5
2534.13,5
2532.84,6
2531.54,8
2530.24,4
2528.95,7
2527.65,2
2526.35,4
2525.06,5
2523.76,-1
2522.46,0
2521.17,3
2519.87,2
2518.58,5
2517.28,5
2515.98,5
2514.69,4
2513.39,4
2512.09,5
2510.80,3
2509.50,5
2508.20,3
2506.91,7
2505.61,6
2504.31,5
2503.02,6
2501.72,3
2500.43,6
2499.13,6
2497.83,6
2496.54,2
2495.24,8
2493.94,6
2492.65,2
2491.35,6
2490.05,8
2488.76,6
2487.46,4
2486.16,6
2484.87,6
2483.57,7
2482.27,7
2480.98,7
2479.68,6
2478.39,5
2477.09,5
2475.79,4
2474.50,3
2473.20,6
2471.90,5
2470.61,5
2469.31,5
2468.01,4
2466.72,3
2465.42,4
2464.12,1
2462.83,3
2461.53,5
2460.23,3
2458.94,5
2457.64,4
2456.35,5
2455.05,4
2453.75,1
2452.46,1
2451.16,3
2449.86,2
2448.57,-0
2447.27,6
2445.97,-1
2444.68,1
2443.38,5
2442.08,2
2440.79,0
2439.49,0
2438.19,1
2436.90,2
2435.60,0
2434.31,2
2433.01,1
2431.71,0
2430.42,-0
2429.12,-0
2427.82,-2
2426.53,1
2425.23,0
2423.93,0
2422.64,-1
2421.34,-1
2420.04,-1
2418.75,-0
2417.45,-0
2416.15,3
2414.86,-1
2413.56,-1
2412.27,-1
2410.97,-3
2409.67,0
2408.38,0
2407.08,-0
2405.78,1
2404.49,-1
2403.19,-0
2401.89,1
2400.60,2
2399.30,1
2398.00,3
2396.71,1
2395.41,5
2394.11,1
2392.82,1
2391.52,-0
2390.23,1
2388.93,3
2387.63,2
2386.34,1
2385.04,3
2383.74,0
2382.45,1
2381.15,3
2379.85,4
2378.56,1
2377.26,2
2375.96,1
2374.67,-0
2373.37,1
2372.07,-0
2370.78,1
2369.48,6
2368.19,3
2366.89,2
2365.59,2
2364.30,-1
2363.00,4
2361.70,4
2360.41,-0
2359.11,-0
2357.81,-0
2356.52,-1
2355.22,1
2353.92,2
2352.63,-3
2351.33,-3
2350.03,0
2348.74,4
2347.44,0
2346.15,-1
2344.85,-1
2343.55,2
2342.26,0
2340.96,1
2339.66,-1
2338.37,-2
2337.07,-2
2335.77,1
2334.48,-0
2333.18,3
2331.88,1
2330.59,-2
2329.29,6
2327.99,-1
2326.70,2
2325.40,0
2324.11,-3
2322.81,-2
2321.51,0
2320.22,-1
2318.92,-0
2317.62,2
2316.33,1
2315.03,2
2313.73,-0
2312.44,-3
2311.14,1
2309.84,2
2308.55,1
2307.25,0
2305.95,0
2304.66,-2
2303.36,3
2302.07,-3
2300.77,2
2299.47,3
2298.18,0
2296.88,-3
2295.58,2
2294.29,-1
2292.99,-2
2291.69,4
2290.40,-2
2289.10,0
2287.80,0
2286.51,-3
2285.21,-4
2283.91,0
2282.62,-1
2281.32,-2
2280.03,-4
2278.73,0
2277.43,1
2276.14,1
2274.84,-0
2273.54,-1
2272.25,1
2270.95,-1
2269.65,-5
2268.36,-0
2267.06,-2
2265.76,-5
2264.47,-6
2263.17,-5
2261.87,-3
2260.58,-4
2259.28,-2
2257.99,-5
2256.69,-8
2255.39,1
2254.10,-4
2252.80,-2
2251.50,-0
2250.21,-2
2248.91,-1
2247.61,-1
2246.32,-4
2245.02,-4
2243.72,-3
2242.43,-2
2241.13,3
2239.84,0
2238.54,2
2237.24,-5
2235.95,-0
2234.65,-4
2233.35,-1
2232.06,-4
2230.76,-3
2229.46,-1
2228.17,2
2226.87,3
2225.57,1
2224.28,0
2222.98,4
2221.68,4
2220.39,2
2219.09,4
2217.80,3
2216.50,2
2215.20,3
2213.91,2
2212.61,1
2211.31,1
2210.02,5
2208.72,5
2207.42,-2
2206.13,-1
2204.83,1
2203.53,3
2202.24,4
2200.94,3
2199.64,4
2198.35,3
2197.05,-1
2195.76,-1
2194.46,-2
2193.16,1
2191.87,2
2190.57,-1
2189.27,-2
2187.98,-0
2186.68,1
2185.38,-1
2184.09,-3
2182.79,0
2181.49,-3
2180.20,-1
2178.90,2
2177.60,-1
2176.31,2
2175.01,-1
2173.72,-3
2172.42,-3
2171.12,-7
2169.83,-4
2168.53,0
2167.23,-2
2165.94,-0
2164.64,-4
2163.34,-5
2162.05,-5
2160.75,1
2159.45,0
2158.16,-1
2156.86,-1
2155.56,-6
2154.27,-1
2152.97,-4
2151.68,-3
2150.38,0
2149.08,-5
2147.79,-0
2146.49,-5
2145.19,-2
2143.90,-2
2142.60,-5
2141.30,-2
2140.01,-1
2138.71,-3
2137.41,-2
2136.12,4
2134.82,-2
2133.52,1
2132.23,2
2130.93,5
2129.64,3
2128.34,-2
2127.04,2
2125.75,-0
2124.45,1
2123.15,-3
2121.86,2
2120.56,5
2119.26,4
2117.97,6
2116.67,1
2115.37,5
2114.08,4
2112.78,1
2111.48,-0
2110.19,4
2108.89,1
2107.60,1
2106.30,-0
2105.00,1
2103.71,1
2102.41,4
2101.11,1
2099.82,-2
2098.52,5
2097.22,5
2095.93,-2
2094.63,3
2093.33,5
2092.04,1
2090.74,1
2089.44,0
2088.15,-2
2086.85,-2
2085.56,-1
2084.26,3
2082.96,-0
2081.67,1
2080.37,-4
2079.07,-2
2077.78,-0
2076.48,-2
2075.18,-7
2073.89,-5
2072.59,-7
2071.29,-5
2070.00,-4
2068.70,-3
2067.40,-7
2066.11,-3
2064.81,-2
2063.52,-5
2062.22,-3
2060.92,-3
2059.63,2
2058.33,-5
2057.03,1
2055.74,-3
2054.44,0
2053.14,1
2051.85,-1
2050.55,-3
2049.25,-0
2047.96,1
2046.66,-1
2045.36,5
2044.07,1
2042.77,3
2041.48,1
2040.18,5
2038.88,5
2037.59,4
2036.29,4
2034.99,5
2033.70,3
2032.40,1
2031.10,1
2029.81,-3
2028.51,2
2027.21,1
2025.92,2
2024.62,2
2023.32,6
2022.03,-1
2020.73,-1
2019.44,2
2018.14,5
2016.84,0
2015.55,5
2014.25,8
2012.95,5
2011.66,4
2010.36,2
2009.06,1
2007.77,-0
2006.47,-3
2005.17,-2
2003.88,-2
2002.58,-1
2001.28,-1
1999.99,-3
1998.69,-2
1997.40,-2
1996.10,-2
1994.80,-2
1993.51,-3
1992.21,-3
1990.91,-3
1989.62,-0
1988.32,-1
1987.02,1
1985.73,-3
1984.43,-0
1983.13,-5
1981.84,-6
1980.54,-4
1979.24,-5
1977.95,-5
1976.65,-4
1975.36,-2
1974.06,-2
1972.76,-2
1971.47,3
1970.17,1
1968.87,1
1967.58,-0
1966.28,-1
1964.98,-0
1963.69,-2
1962.39,-3
1961.09,-3
1959.80,-0
1958.50,4
1957.21,3
1955.91,5
1954.61,6
1953.32,4
1952.02,6
